"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Romania","ROU","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27179","26877","24789","19708","15927","17982","17960","17494","16942","18426","16582","15791","15757","15236","11088","12375","14719","13472","12941","12264","13673","13535","13782","13076","13312","","","","",
"Russian Federation","RUS","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1213711","1131251","1100289","1019547","1204547","1373178","1433617","1510200","1664300","1797326","1852913","1950830","2090337","2116240","1865305","2011308","2127834.572","2222388.391","2172685","2298564.1","2304758.6","2342589.5","2491875.9","2596879.7","2601928.1","2544827.9","2638562","","",
"Rwanda","RWA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3175","2929.5","2705.5","2671.5","2433","3612","4520","4573","2882.5","2846","2915.5","","3115","6187","","","1225","492.2405","472.1205","1090","1997.5","4774","","","","","","","",
"Saudi Arabia","SAU","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","822","675","813","960","900","822","746","772","880","1173","1192","1272.3","1630","1748","","1852.472","","","","","","","","","","","","","",
"Sudan","SDN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1538","1616","1654","1453","1654","1164","903","993","","889","766","766","","","","925","770","823","33.9","","","","","","","","","","",
"Senegal","SEN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","475","474","446","435","401","371","370","369","369","371","376","384","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"San Marino","SMR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1364","1865","2398","2537","1190","1917","1989","2253","2591","3164","3482","4232","4551","4339","2967","3522","3611","2769","3022","2988","3248","3087","3288","3186","2865","2747","2925","","",
"Sub-Saharan Africa (excluding high income)","SSA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3846","4198","5102","","","","","5193.0885","5184.457","5598.933","5686.4705","5549.2045","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13674","12017","12373","11753","9859","11234","10929","10383","10113","9702","9463","9988","9647","9299","6964","8105","7960","7591","8494","8829","8439","9111","8486","8691","8480","7268","8580","","",
"Slovenia","SVN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3076","2550","2852","2859","2784","2857","2837","3078","3274","3149","3245","3373","3603","3520","2668","3421","3752","3470","3799","4110","4175","4360","5128","5151","5292","4726","4937","","",
"Sweden","SWE","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19391","18846","19181","19163","19090","20088","19547","19197","20170","20856","21675","22271","23250","22924","20389","23464","22864","22043","20970","21296","20699","21406","21838","22794.306069132","22222.065674494","22093.897979015","23246","","",
"Eswatini","SWZ","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","689.177","698.914","709.866","733.941","680.409","","","","776","862","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1285","1364","1439","1431","1577","1568","1491","1813.889","1884.3","1868.4","2074.37","2458","2551","2370.473","","2206.297","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1751","1533","1521","1324","2162.5","2084","","2947","1014","2682","","","4157.5","","","5533.5","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3004","2785","3515","4702","5052","4725","4692.5","5065","4137","5036.5","6127.1","6387.35","6928","8275.2","5433","6227.5","6054.8","5976","4392.8","4987.5","4261.25","3434","3931","3489","3418.3","3279","3990","","",
"Togo","TGO","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3242","3286","3482","2874","2927","2247","","3894","4057","4037","4037","","3161","","","2701","2562","","","","","","","","","","","","",
"Tajikistan","TJK","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2115","1719","1384","1458","1282","1326","1250","","1087","1117","","1220.1","1274.4","","1282","808.4","702.9","554.9","","391","317","228.3","165","224","231.7","274","","","",
"Turkmenistan","TKM","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8568","6779","7445","7701","7337","7588","6437","6437","","8670","","10441","10973","11547","11765","11765","11992","11992","","11992","13327","13327","13327","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124","2224","2175.5","2315","1834","2131","2131.5","2249","2297.75","2082","2070.685","2458","2374","2221.7365","","1808.3085","","","","","","","","","","","","","",
"Tonga","TON","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3175","2929.5","2705.5","2671.5","2433","3612","4520","4573","2882.5","2846","2915.5","","3115","6187","","","1225","492.2405","472.1205","1090","1997.5","4774","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2302","2309","2328","2315","1635","2282","2273","2251","2173","2082","2067","2174","2197","2073","","2024.481","","","","870","664","667","679","535","545","334.818","413.3","","",
"Turkiye","TUR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8632","9018","9718","8466","8446","9895","7561","7224","8669","9417","9152","9676","9921","10739","10326","11462","11677","11670","11177","11992","10474","11661","12869","14478","14707","15428","15900","","",
"Tuvalu","TUV","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2116","2031","1866","708","1822","1195","2069","1487","1468","1196","","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227","236","148","147","200","210","220","218","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195762","163384","160433","158693","156336","172840","177465","193141","225287","233961","223980","240810","262505","257006","196188","218083","243866","237722","224434","211233","195054","187557","191914.1","186344.1","181844.7","175587.2","","","",
"Upper middle income","UMC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1946","2541","2700.5","2775.5","3043.5","2247","4481","3894","4057","4037","3482","4390","6928","7395.2","7592","6696.75","6949.9","8212","","8132","7242","6860.5","6505","","","","","","",
"Uruguay","URY","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","327","326","362","487","272","239","209","178","188","297","331","304","284","","","","","","","","","","","","","","","","",
"United States","USA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1906206","1979622","1969331","2010027","2092745","2140191","2183277","2200123","2264983","2427268","2476653","2586836","2584940","2594631","2236917","2468738","2524585","2500300","2541354","2702736","2547253","2314693","2445132","2525217.324","2357116.529","2102083.985","2239400.714","","",
"Uzbekistan","UZB","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16831","19653","16498","15672","13883","15441","15732","18428","","18007","18007","19281.4","21594","23432.4","22227","22281.8","22482","22686.4","","22932","22935","22937","22940","22942","22860","23632","24619","","",
"St. Vincent and the Grenadines","VCT","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","45","54","79","54","59","81","32","","","","81.07","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1751","1533","1521","1324","1398","1921","2338","2000","2674","2682","2928","3447","3910","4106","4139","3901","4101","3959","3733","4251.9","4125.4","3190","3574","3989","3742","3759","","","",
"Vanuatu","VUT","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2067","2085","2287.5","2594.5","2106","2264.5","3942","3422","3274","3904","4037","4893","5645.5","","","","","","","","","","","","","","","","",
"Samoa","WSM","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99850","99773","103866","102777","","100434","106654","105719","105724","106549","108513","","106014","113342","","","","","","","","","","","","","","","",
"Zambia","ZMB","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462","536","473","555","554","","","","","","","","","","","","","","","","","","297","","","","","","",
"Zimbabwe","ZWE","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580","","","","","","","","","","","1078","897","703","","","",
