"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"North America","NAC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31227942","30197964","32984200","36320556","38827775","42661263","45226905","49253317","47132433.0512","41545142.966","44929414.461","45553546.461","47010659.461","48107597.461","50087067.324","52229947.324","52672486.324","56584590.324","59806536.324","61264260","59229813","67723892","","",
"Namibia","NAM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148234","183605","265663","247743","220178","334410","301817","253052","237546","115955","203071","176335","144109","142957","154207","","",
"New Caledonia","NCL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83205","119661","119147","90574","95277","96000","95000","113000","104000","108500","113000","110750","111875","","","","",
"Niger","NER","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","588478","512610","","","","72500","87000","1162000","1456000","1583460","1696000","1867409","1544183","1272000","1408000","1560000","1627142","1548622","1566109","","",
"Nicaragua","NIC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61007","63030","59471","68224","84420","94443","97731","116312","144718","156900","190756","174403","175370","172798","172544","","",
"Netherlands","NLD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6407162","6227321","6797530","7293790","8482190","9471829","10046503","11290260","11362089","10066374","11334566","12024928","12034495","11751977","12456588","12400607","12612142","13992474","14802257","15198050","14757227","15781756","","",
"Norway","NOR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328776","331054","318924","636086","670407","687821","707041","728372","735753","716916","764093","802364","837457","835398","881238","","",
"Nepal","NPL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2596.997","2596.997","5563.455","8529.913","9438.25","7032.956","5536.052","7606.643","5327.06","","","","",
"New Zealand","NZL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1067438","1139143","1407130","1520592","1583847","1603195","1806596","2311569","2317823.1944","2324969.88398736","2317619","2466067","2594088","2665079","2751167","2930886","3000696","3198925","3382305","3430977","3445621","3250748","","",
"OECD members","OED","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109883995","112516999","124553990","136180790","151916047","161810412","172830826","194810472","195009430.1856","172457972.323151","190310542","202405267","209978820","214993968","224207326","226821941","232564697","247438730","259922552","264904722","255883006","274644195","","",
"Oman","OMN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1161549","1331686","1415500","2264826","2515546","2748584","2620363","2876969","3427990","3768045","3893198","3609008","4165083","3926307","3364663","3105000","3944000","4785012","4210679","4890471","5141830","5226000","","",
"Other small states","OSS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4411525.86","5031606.63","5563305.13","5698218.14","6006607.08","6076784.93","6287721.83","5992714.77","6165713.08","6124069.41","","","","",
"Pakistan","PAK","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","878892","","787559","1269373","1686355","1776939","1935882","1938001","2058056","2224000","2300000","2231250","2252000","2447600","2706324","3074000","3284000","3249000","3150000","3161000","3548000","","",
"Panama","PAN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2369681","2376045","1344790","1991659","2428762","3063832","3027788","4022513","5129499","4597112","5590692","6632436","6853273","6538075","6773865","6893886","6271682","6899254","6872369","7346859","7772432","8623927","","",
"Peru","PER","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460631","537554","631760","627011","695577","991681","1087263","1177925","1235326","1232849","1529846","1826795","2021881","2064981","2241216","2158030","2321062","2539720","2667974","2677239","2653101","2874109","","",
"Philippines","PHL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3031548","3090952","3324800","3468471","3676456","3633559","3676133","4351271","4471428","4306964.6458","5045305","5588169","5781579","5850671","6160010","7068958","7417053","8097741","8701441","9171944","7865103","8491399","","",
"Palau","PLW","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24446.48","17628.87","18799.61","23547.92","23960.16","23890.53","22490.03","20009.41","20059.46","16399","","","","",
"Papua New Guinea","PNG","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282356","254592","262209","142146","161717","184491","","","193656","","177122","170053","","204518","","","",
"Poland","POL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261419","","346152","428373","","","767567","859341","671552","1050345","1357182","1657432","1969530","2139616","1860908","2032761","2384782","2834296","3046483","2915937","3187943","","",
"Pre-demographic dividend","PRE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6299037.65","7557766.12","8092360.46","8675620.5","9468533.53","9473721.12","8696008.1","10295861.93","11484009.14","12332879.82","","","","",
"Puerto Rico","PRI","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1945636","1886028","1426220","1669170","1667868","1727389","1749565","1695258","","","1525532","1484595","1423156","1269902","1319961","1210503","1210500","1319572","1447616","1451950","1490218","1490218","","",
"Korea, Dem. People's Rep.","PRK","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","669991","733941","791300","86003","882452","904696","1012845","1348539","1297402","1233482","1633754","1794188","1904893","2353754","2689268","2738727","2914018","3156657","3172062","2904086","2981941","3276794","","",
"Paraguay","PRY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9317","7045","8179","8645","9294","10028","10540","10500","38430","37584","38007","37795.5","37901.25","","","",
"West Bank and Gaza","PSE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","491658.155","629416.219","617020.391","853454.873","875886.811","783270.723","817138.749","885807.372","891804.814","605131.14","","","","",
"Post-demographic dividend","PST","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121833327","121845709","134023233","146262142","164250433","197875556","209838893","234525009","235384120.0064","206422735.066901","225528211","237266037","242702289","246992892","256296740","253510397","257791395","273324128","285378327","288219832","278867629","295012034","","",
"French Polynesia","PYF","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69508","70336","63807","70000","69670.5","69835.25","69752.88","69341","69296","69088","69192","69140","69166","","","","",
"Qatar","QAT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000","400000","410000","346000","365722","380351","400000","461863","530042","670000","787280","1342750","1340000","1412700","1543600","","",
"Romania","ROU","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373702","771126","1037066","1411414","1380935","594299","556694","648548","684059","661124","668033","689012","711339","696438","668016","666036","643025","631964","","",
"Russian Federation","RUS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316280","609093","774970","960142","1368601","1804410","2265835","2962385","3372104.7952","2427743.69515488","3318499","4226143","4526980","4720638","4636808","3662986","3693381","4107713","4726742","4966817","4921313","5260825","","",
"Rwanda","RWA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4639518","5856543","5557320","7288887","8537181","9932668","11898747","14047141","14442773","14774961.2","16993531","17912243","18059579","18795111","20873459","22360056","25001807","27600833","30274800.5","31121268.2","30485569","34006870","","",
"Saudi Arabia","SAU","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1502893","1676991","1958570","2440327","759769","3732706","3863202","4208854","4652022","4430676","5313023","5694484","6624538","6757693","6860353","7793767","7683202","8082329","8683456","8905621","9330437","9875946","","",
"Sudan","SDN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342152","391139","431232","","","441469","447495","434445","481815","465355","487336","451712","469526","","","","",
"Senegal","SEN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424457","347483","331076","349231","415592","401803","454050","456000","529724","540000","570500","674000","695698","696899","","","",
"Singapore","SGP","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17100000","15572677","16986010","18441000","21329100","23192200","24792400","28767500","30891200","26592800","28431100","29937700","31649400","32578700","33869300","30922300","30903600","33666600","36599200","37195000","36870900","37470000","","",
"Solomon Islands","SLB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63095.41","111619.5","138566.6","143879.5","203915.3","195524.2","181636.1","180838.4","174614.2","128035.7","","","","",
"Sierra Leone","SLE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000","75000","82500","86250","88125","90000","89063","89100","83621","78413","","","","",
"El Salvador","SLV","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144458","156323","126369","145774","161226","160982","180634","179577","190708","202165","209903","230989","249472","228334","294326","","",
"San Marino","SMR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39414.98","42186.98","39933.45","37679.92","65622.57","77094.9","104800.4","126312.9","115339.8","92238","","","","",
"Serbia","SRB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13542632.1","14278421.03","15104606.94","15648743.97","15699999.8","14503204.69","15482892.13","17106797.9","17902497.08","","","","",
"South Sudan","SSD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","430000","430000","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13605199.97","14411807.33","15239945.04","15799440.77","15827802.9","14635419.29","15587464.83","17212836.1","18056920.48","","","","",
"Small states","SST","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6409248.515","7185293.849","7819302.521","8424447.013","8736693.891","8736680.653","8784842.579","8228259.142","8682606.394","8689933.8","","","","",
"Sao Tome and Principe","STP","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27477.34","86790.39","78493.1","83154.38","75921.74","84392.68","67523.29","62980.9","47989.86","49552.86","","","","",
"Suriname","SUR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59583","97335","103961","108020","108703","106014","98652","112318","110000","109200","","","","",
"Slovak Republic","SVK","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305648","353880","343165","476731","589314","570744","600441","647033","790736","844000","911528","988499","959000","945007","997000","","",
"Sweden","SWE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","884136","851219","805610","858320","1098871","1253195","1272513","1288280","1298778","1251424","1389188","1485989","1493690","1446782","1460128","1446003","1509886","1557281","1600175","1623363","1612953","1635394","","",
"Eswatini","SWZ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76701","79807","80655","82643","95190","97991","98101","101100","105200","","","","",
"Seychelles","SYC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62824.55","62567.87","133386.3","135338.1","150696.8","127803.1","132214.6","104572.7","106038.2","154423.4","","","","",
"Syrian Arab Republic","SYR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","538525","610607","685299","586283","524614","342062","194179","254520","236088","253415","291958","332532","325097","243348","","","",
"Turks and Caicos Islands","TCA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56840499","62621336","77904818","86891558","102402184","96232448","114796121","140639995","155725485.3104","147752713.767078","186411998.155","207186037.219","223314249.391","236369709.873","251039805.811","262241669.723","272135172.749","292638769.372","306764689.814","318899465.14","319574172","341050101","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5606052","","","11304092","12626587.7952","9249582.69515488","11991842.49","14261355.39","15709070.567","17018424.244","17447269.314","15673280.2742","16732368.2642","18593006.9842","20918842.0342","22652207.41","22340398","23307241","","",
"Togo","TGO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339900","352695","288481","311470","380798","905700","821639","1193841","1395730","1500611","1725270","1986131","","",
"Thailand","THA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3178779","3387071","3799090","4232685","4847000","5115213","5574490","6339261","6726237","5897935","7179449","7527975","7845500","8067988","8664572","8883542","9340560","9938881","10371645","10130294","9568488","10436689","","",
"Tajikistan","TJK","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13914417","13673353","13663950","16829463","19441995","21877598","24805717","28938145","33430122.8832","30874436.3822672","35736841.5","40520881","42959984","43441911","43721062","44595455","43633830","47039374","50292866.5","50416906.25","49250507.875","55236778","","",
"Timor-Leste","TLS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36816","41384","45608","41845","51822","49427","49177","59004","47574","53289","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10614835","13030234.9208","14020481.3235755","16771648.86","18044482.31","16583874.04","17239292.54","18837146.4","18064011.1","18190745.2","20194543.2","20155028.9","21477766.2","20258077","19675262","","",
"Tonga","TON","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48430.9","57059","67349.47","74744.59","69196.45","50407.52","84702.43","107381.3","105190.3","76853.95","","","","",
"South Asia (IDA & IBRD)","TSA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4639518","5856543","5557320","7288887","8537181","9932668","11898747","14047141","14442773","14774961.2","16993531","17912243","18059579","18795111","20873459","22360056","25001807","27600833","30274800.5","31121268.2","30485569","34006870","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13605199.97","14411807.33","15239945.04","15799440.77","15827802.9","14635419.29","15587464.83","17212836.1","18056920.48","","","","",
"Trinidad and Tobago","TTO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282487","352758","385230","440370","","","","514557","554093","567183","572985","549913","542346","574119","593364","520825","427427","414657","438702","446232","406778","410395","","",
"Tunisia","TUN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420501","424780","418883.8732","466210","437832","456509","463540","466412","477050","489670","480619","493366","474222","483178","469568","","",
"Turkiye","TUR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1591739","1526576","2297380","2377295","2960746","3174077","3683497","4678872","5218316","4521713","5743429","6523059","7302956","7977820","8351069","8143635","8760769","10001342","10801305","11591414","11626578","12591327","","",
"Tuvalu","TUV","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1718.749","9975.64","5847.194","24770.21","13766.17","13766.17","15844.34","6499.85","6188.291","5150","","","","",
"Tanzania","TZA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350991","363310","370764.6962","359010","439462","507185","553940","612551","639230","630290","617266","705231","726431","709881","","","",
"Uganda","UGA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398080","579476","729758","990201","1123268","516698","690260","799060","720301","787881","670342","480837","680623","723575","845152","1007273","1048691","1022376","","",
"Upper middle income","UMC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65267091","70330585","88263268","99839978","117481207","113587744","135998614","163085073","181984183.1936","171007455.075545","213865655.679","238212894.85","255786211.191","269594906.954","283338528.274","292521220.5042","301678000.9542","324592077.7642","341096138.4352","351620584.13","349197749.25","372392711","","",
"Uruguay","URY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301641","","","","","","596487","675273","588410","608712","861164","753889","826962","775651","811297","888119","939427","797874","749562","764797","977922","","",
"United States","USA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28300000","27307576","29676890","32689484","34901628","38497839","40896742","44839390","42411770.0512","37353574.903","40254139","40813311","41880573","42842910","44635059","46396985","46940227","50202917","53038852","54260121","52931790","60554285","","",
"Uzbekistan","UZB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16570","16238","16967","16418","16826","16826","16737","16342","18236","17502","18107","18222","18222","","","",
"Venezuela, RB","VEN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","674558","924119","","582769","921205","1120492","1266817","1331711","1325194","1240251.54","1071686","1343500","1569841","1441673","933380","734185","400962","354540","592374","179529","","","","",
"British Virgin Islands","VGB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10058.47","24830.92","27154.4","27154.4","27154.4","27221.88","52542.78","49149.42","56317.36","45955.97","","","","",
"Virgin Islands (U.S.)","VIR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1189796","1290555","1771990","1904939","2273056","2537487","2999646","4009066","4393699","4936598","6431032","6885023","7505641","8035812","9473429","10615391","11282230","12382524","13394390","15297028","16394723","18359845","","",
