DATAFLOW,LAST UPDATE,freq,tra_infr,n_tracks,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2012,1369.500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2013,1369.500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2014,1369.500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2015,1441.700,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2016,1453.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2017,1453.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2018,1454.200,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2019,1443.900,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2020,1437,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2021,1437,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LT,2022,1445,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1990,74,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1991,51,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1992,55,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1993,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1994,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1995,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1996,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1997,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1998,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,1999,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2000,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2001,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2002,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2003,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2004,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2005,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2006,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2007,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2008,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2009,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2010,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2011,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2012,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2013,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2014,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2015,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2016,13,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2017,9,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2018,8.680,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2019,8.680,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2020,9,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2021,9,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LU,2022,9,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1990,2038,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1991,2038,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1992,2047,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1993,2054,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1994,2054,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1995,2054,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1996,2054,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1997,2055,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1998,2056,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,1999,2056,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2000,1966,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2001,1948,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2002,1913,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2003,1913,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2004,1913,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2005,1913,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2006,1912,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2007,1908,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2008,1907,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2009,1517,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2010,1524,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2011,1495,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2012,1496,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2013,1489,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2014,1445,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2015,1445,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2016,1446.400,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2017,1446.400,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2018,1446.400,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2019,1446.400,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2020,1445.900,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2021,1445.900,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,LV,2022,1451.700,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,1992,1107.100,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,1993,1096.500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,1994,1106,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,1995,1116.100,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,1996,1116.100,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,1997,1112.100,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,1998,1010,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,1999,961.100,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2000,975,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2001,982.700,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2002,995.500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2004,958.800,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2009,1072.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2010,1072.400,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2011,1080.400,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2012,1080.400,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2013,1081.700,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2014,1080.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2015,1075.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2016,1075.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2017,1075.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2018,1075.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2019,1075.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2020,1075.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2021,1075.600,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MD,2022,1076.800,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2011,24.700,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2012,24.700,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2013,24.700,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2014,25,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2015,25,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2016,25,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2017,25,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2018,25,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2019,25,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2020,23.900,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2021,23.900,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,ME,2022,23.900,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,1990,463,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,1992,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,1993,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,1994,464,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,1995,464,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,1996,464,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,1997,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,1998,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,1999,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2000,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2001,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2002,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2004,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2005,466,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2006,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2007,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2008,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2009,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2010,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2011,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2012,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2013,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2014,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2015,465,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2016,449,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2017,449,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2018,449,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2019,449,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2020,449,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2021,449,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,MK,2022,449,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1990,783,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1991,759,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1992,729,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1993,724,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1994,717,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1995,736,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1996,736,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1997,662,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1998,664,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,1999,664,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2000,639,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2001,646,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2002,646,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2003,646,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2004,646,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2005,580,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2006,562,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2007,608,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2008,606,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2009,617,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2010,617,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2011,617,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2012,617,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2013,617,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2014,595,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2015,599,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2016,578,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2017,580,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2018,631,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2019,631,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2020,627,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2021,592,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NL,2022,592,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1990,1618,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1991,1601,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1992,1601,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1993,1601,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1994,1601,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1995,1601,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1996,1601,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1997,1565,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1998,1544,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,1999,1523,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2000,1640,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2001,1640,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2002,1559,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2003,1559,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2004,1559,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2005,1562,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2006,1562,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2007,1562,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2008,1562,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2009,1405,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2010,1434,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2011,1395,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2012,1393,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2013,1397,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2014,1436,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2015,1436,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2016,1436,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2017,1480,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2018,1407,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2019,1407,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2020,1394,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2021,1394,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,NO,2022,1394,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1990,13674,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1991,13242,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1992,12753,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1993,12346,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1994,11705,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1995,11392,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1996,10853,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1997,10852,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1998,10669,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,1999,10037,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,2000,9841,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,2001,8372,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,2002,8015,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,2003,7099,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,2004,7497,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,PL,2005,7519,
