DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2022,52,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2006,351,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2007,344,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2008,289,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2009,337,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2010,328,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2011,332,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2012,356,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2013,291,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2014,298,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2015,302,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2016,314,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2017,297,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2018,288,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2019,261,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2020,203,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2021,243,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FR,2022,238,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2010,19,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2011,28,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2012,24,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2013,15,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2014,28,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2015,30,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2016,27,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2017,21,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2018,23,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2019,20,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2020,13,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2021,19,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HR,2022,22,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2006,128,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2007,111,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2008,111,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2009,139,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2010,121,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2011,155,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2012,148,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2013,79,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2014,79,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2015,57,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2016,76,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2017,82,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2018,63,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2019,69,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2020,114,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2021,121,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,HU,2022,85,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2006,7,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2007,5,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2008,7,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2009,2,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2010,6,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2011,6,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2012,5,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2013,3,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2014,5,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2015,2,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2016,5,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2017,7,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2018,9,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2019,2,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2020,5,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2021,4,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IE,2022,6,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,IT,2006,126,
