DATAFLOW,LAST UPDATE,freq,vehicle,mot_nrg,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FI,2011,16,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FI,2012,16,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FI,2013,16,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FI,2014,16,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FI,2015,16,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FI,2016,16,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FI,2017,16,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FI,2018,16,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1990,755,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1991,755,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1992,753,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1993,750,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1994,744,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1995,733,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1996,731,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1997,738,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1998,741,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,1999,736,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2000,783,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2001,848,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2002,923,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2003,956,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2004,975,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2005,996,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2006,830,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2007,842,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2008,870,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2009,895,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2010,908,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2011,916,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2012,916,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2013,1220,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2014,1214,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2015,1220,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2016,1215,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2017,1214,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2018,1218,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2019,1216,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2020,1212,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2021,1108,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,FR,2022,1092,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,1995,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,1996,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,1997,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,1998,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,1999,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,2017,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,2018,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,2019,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,2020,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,2021,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,GE,2022,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,1993,80,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,1994,80,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,1995,66,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,1996,61,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,1997,81,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,1998,81,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,1999,66,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2000,69,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2001,71,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2002,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2003,73,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2004,88,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2005,86,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2006,86,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2007,81,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2008,82,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2009,81,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2010,95,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2011,91,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2012,106,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2013,106,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2014,106,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2015,106,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2016,107,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2017,105,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2018,103,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2019,105,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2020,113,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2021,109,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HR,2022,109,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1990,282,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1991,283,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1992,284,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1993,289,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1994,286,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1995,287,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1996,312,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1997,322,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1998,309,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,1999,316,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2000,315,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2001,318,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2002,319,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2003,339,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2004,346,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2005,345,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2008,354,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2009,356,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2010,342,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2011,400,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2012,360,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2013,336,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2014,345,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2015,363,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2016,335,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2017,334,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2018,326,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2019,345,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2020,306,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2021,317,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,HU,2022,321,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1990,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1991,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1992,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1993,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1994,17,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1995,17,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1996,17,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1997,17,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1998,17,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,1999,42,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,2000,64,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IE,2001,64,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,1995,843,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,1996,835,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,1997,836,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,1998,818,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,1999,818,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2000,818,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2002,808,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2003,745,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2004,707,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2005,765,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2006,788,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2007,781,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2008,773,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2009,754,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2010,756,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2011,756,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,IT,2012,711,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,1992,56,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,1993,56,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,1994,57,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,1995,54,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,1996,56,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,1997,53,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,1998,53,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,1999,49,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2000,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2001,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2002,45,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2003,45,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2004,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2005,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2006,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2007,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2008,42,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2009,40,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2010,39,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2011,36,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2012,36,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2013,39,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2014,34,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2015,34,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2016,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2017,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2018,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2019,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2020,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2021,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LT,2022,40,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,1990,6,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,1991,6,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,1992,6,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2006,2,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2007,2,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2008,2,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2009,2,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2010,2,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2011,2,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2012,2,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2013,2,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2014,2,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2015,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2016,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2017,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2018,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2019,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2020,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2021,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LU,2022,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,1990,64,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,1992,67,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,1993,65,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,1994,65,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,1995,63,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,1996,56,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,1997,56,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,1998,53,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,1999,51,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2000,49,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2001,48,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2002,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2003,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2004,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2005,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2006,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2007,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2008,38,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2009,38,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2010,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2011,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2012,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2013,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2014,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2015,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2016,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2017,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2018,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2019,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2020,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2021,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,LV,2022,25,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,1992,45,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,1993,45,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,1994,45,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,1995,42,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,1996,37,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,1997,34,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,1998,34,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,1999,31,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,2000,31,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,2001,31,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,2002,32,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,2004,31,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,2009,30,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,2010,30,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,RCA,DIE,NR,MD,2011,28,
